idugns;nameUgns;shareStud;shareUgnsFromTotalStud;shareFromTotalStud;numberUniverImplEducation;numberOfBranches
2;52.00.00 - —ценические искусства и литературное творчество;29;2,90%;0,70%;20;0
20;52.00.00 - —ценические искусства и литературное творчество;70,3;0,90%;1,80%;20;0
