idugns;nameUgns;shareStud;shareUgnsFromTotalStud;shareFromTotalStud;numberUniverImplEducation;numberOfBranches
4;14.00.00 - ядерна€ энергетика и технологии;8;0,10%;0,30%;4;0
10;14.00.00 - ядерна€ энергетика и технологии;1563;26,60%;54,70%;4;0
24;14.00.00 - ядерна€ энергетика и технологии;434;1,90%;15,20%;4;0
28;14.00.00 - ядерна€ энергетика и технологии;852;6,20%;29,80%;4;0
