idugns;nameUgns;shareStud;shareUgnsFromTotalStud;shareFromTotalStud;numberUniverImplEducation;numberOfBranches
6;41.00.00 - ѕолитические науки и регионоведение;0,3;0,00%;0,00%;28;0
9;41.00.00 - ѕолитические науки и регионоведение;2205,3;6,00%;12,90%;28;0
10;41.00.00 - ѕолитические науки и регионоведение;242;4,10%;1,40%;28;0
11;41.00.00 - ѕолитические науки и регионоведение;1676,8;7,00%;9,80%;28;0
12;41.00.00 - ѕолитические науки и регионоведение;245;1,40%;1,40%;28;0
