idugns;nameUgns;shareStud;shareUgnsFromTotalStud;shareFromTotalStud;numberUniverImplEducation;numberOfBranches
9;04.00.00 - ешьшџ;101;0,30%;3,10%;7;0
10;04.00.00 - ешьшџ;4;0,10%;0,10%;7;0
11;04.00.00 - ешьшџ;261,8;1,10%;8,00%;7;0
21;04.00.00 - ешьшџ;667;10,30%;20,50%;7;0
22;04.00.00 - ешьшџ;440;1,70%;13,50%;7;0
